,Image,Start,End,Path
230,230.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (27, 5), (27, 6), (27, 7), (27, 8), (28, 9), (29, 10), (30, 11), (30, 12), (30, 13), (30, 14), (29, 15), (29, 16), (29, 17), (29, 18), (29, 19), (29, 20), (29, 21), (28, 22), (27, 23), (26, 24), (25, 25), (24, 26), (23, 27), (22, 28), (21, 29), (20, 30), (19, 31), (18, 31), (17, 31), (16, 31), (15, 31), (14, 31), (13, 31), (12, 31), (11, 31), (10, 31), (9, 31), (8, 31), (7, 31), (6, 31), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
231,231.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 8), (21, 9), (20, 10), (20, 11), (20, 12), (20, 13), (20, 14), (20, 15), (20, 16), (20, 17), (20, 18), (20, 19), (21, 20), (21, 21), (22, 22), (22, 23), (22, 24), (22, 25), (21, 26), (20, 27), (19, 28), (18, 29), (17, 30), (16, 31), (15, 31), (14, 31), (13, 31), (12, 31), (11, 31), (10, 31), (9, 31), (8, 31), (7, 31), (6, 31), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
232,232.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (26, 6), (25, 7), (24, 8), (23, 9), (22, 9), (21, 10), (20, 10), (19, 11), (18, 12), (17, 13), (16, 14), (15, 15), (14, 16), (13, 15), (12, 14), (11, 13), (10, 12), (9, 11), (8, 11), (7, 10), (6, 9), (5, 9), (4, 10), (3, 11), (2, 12), (1, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
233,233.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (28, 4), (28, 5), (28, 6), (27, 7), (26, 8), (25, 9), (24, 9), (23, 10), (22, 11), (21, 12), (20, 13), (19, 14), (18, 15), (17, 16), (16, 17), (15, 17), (14, 16), (13, 15), (12, 14), (11, 13), (10, 12), (9, 11), (8, 10), (7, 9), (6, 9), (5, 10), (4, 11), (3, 12), (2, 13), (1, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
234,234.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 10), (20, 11), (19, 11), (18, 10), (17, 9), (16, 9), (15, 10), (14, 11), (13, 12), (12, 13), (12, 14), (12, 15), (12, 16), (11, 17), (10, 18), (9, 18), (8, 17), (7, 16), (7, 15), (6, 14), (7, 13), (7, 12), (6, 11), (5, 10)]"
235,235.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (30, 2), (30, 3), (30, 4), (30, 5), (29, 6), (28, 7), (27, 8), (26, 9), (25, 10), (24, 11), (23, 12), (22, 13), (21, 14), (20, 15), (19, 14), (18, 13), (17, 12), (16, 11), (15, 10), (14, 9), (13, 9), (12, 10), (11, 11), (10, 12), (9, 13), (8, 14), (7, 15), (6, 16), (5, 17), (4, 18), (3, 19), (2, 20), (1, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
236,236.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 7), (22, 8), (21, 9), (20, 9), (19, 8), (18, 7), (17, 7), (16, 7), (15, 7), (14, 7), (13, 8), (12, 9), (11, 9), (10, 9), (9, 10), (8, 11), (7, 12), (7, 13), (7, 14), (7, 15), (6, 16), (5, 16), (4, 17), (3, 18), (2, 19), (1, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
237,237.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 2), (27, 2), (26, 3), (25, 4), (24, 5), (23, 5), (22, 6), (21, 7), (20, 8), (20, 9), (19, 10), (19, 11), (19, 12), (19, 13), (19, 14), (19, 15), (19, 16), (19, 17), (19, 18), (20, 19), (20, 20), (20, 21), (20, 22), (19, 23), (18, 24), (17, 25), (16, 26), (15, 27), (14, 28), (13, 29), (12, 30), (11, 31), (10, 31), (9, 31), (8, 31), (7, 31), (6, 31), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
238,238.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 5), (24, 6), (23, 7), (22, 8), (21, 9), (20, 10), (19, 11), (18, 12), (17, 13), (16, 14), (15, 15), (14, 16), (13, 17), (12, 17), (11, 17), (10, 16), (9, 15), (9, 14), (10, 13), (9, 12), (8, 11), (8, 10), (7, 9), (6, 9), (5, 10), (4, 11), (3, 12), (2, 13), (1, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
239,239.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (28, 4), (28, 5), (28, 6), (27, 7), (26, 8), (25, 9), (24, 8), (23, 7), (22, 7), (21, 7), (20, 7), (19, 8), (19, 9), (19, 10), (18, 11), (17, 12), (17, 13), (17, 14), (17, 15), (16, 16), (15, 17), (14, 16), (13, 15), (12, 14), (11, 13), (10, 12), (9, 11), (8, 10), (7, 9), (6, 9), (5, 10), (4, 11), (3, 12), (2, 13), (1, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
240,240.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 9), (20, 9), (19, 10), (18, 11), (17, 10), (16, 9), (15, 9), (14, 8), (13, 7), (12, 7), (11, 7), (10, 8), (9, 9), (8, 10), (7, 11), (6, 12), (5, 13), (4, 14), (3, 15), (2, 16), (1, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
241,241.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (26, 6), (25, 7), (24, 8), (23, 8), (22, 8), (21, 9), (20, 9), (19, 10), (18, 11), (17, 12), (16, 13), (15, 14), (14, 15), (13, 15), (12, 15), (11, 15), (10, 16), (9, 15), (8, 14), (7, 13), (6, 12), (5, 11), (4, 10), (3, 9), (2, 9), (1, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
242,242.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 9), (20, 10), (19, 11), (18, 12), (17, 13), (16, 14), (15, 15), (14, 16), (13, 16), (12, 16), (11, 15), (10, 14), (9, 13), (8, 12), (7, 12), (6, 11), (5, 10), (4, 9), (3, 9), (2, 10), (1, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
243,243.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (28, 4), (27, 5), (27, 6), (27, 7), (26, 8), (26, 9), (26, 10), (26, 11), (25, 12), (24, 13), (23, 14), (22, 15), (23, 16), (23, 17), (23, 18), (22, 19), (21, 19), (20, 19), (19, 19), (18, 19), (17, 18), (17, 17), (17, 16), (16, 15), (15, 14), (14, 13), (13, 12), (12, 11), (11, 10), (10, 9), (9, 9), (8, 10), (7, 11), (6, 12), (5, 13), (4, 14), (3, 15), (2, 16), (1, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
244,244.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 10), (21, 11), (20, 12), (19, 13), (18, 14), (17, 15), (17, 16), (17, 17), (17, 18), (17, 19), (17, 20), (17, 21), (16, 22), (16, 23), (16, 24), (15, 25), (14, 26), (13, 26), (12, 26), (11, 27), (10, 28), (9, 29), (8, 30), (7, 31), (6, 31), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
245,245.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 9), (20, 10), (19, 11), (18, 12), (17, 13), (16, 14), (15, 15), (14, 16), (13, 17), (12, 18), (11, 19), (10, 19), (9, 19), (8, 18), (7, 17), (6, 16), (6, 15), (6, 14), (7, 13), (8, 12), (7, 11), (6, 10), (5, 9), (4, 9), (3, 10), (2, 11), (1, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
246,246.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 10), (20, 11), (19, 12), (18, 12), (17, 13), (16, 14), (15, 13), (14, 12), (13, 11), (12, 10), (11, 9), (10, 8), (9, 7), (8, 6), (7, 6), (6, 6), (5, 7), (4, 8), (3, 9), (2, 10), (1, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
247,247.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 10), (20, 11), (19, 12), (18, 13), (17, 14), (16, 14), (15, 13), (14, 12), (13, 11), (12, 10), (11, 9), (10, 9), (9, 10), (8, 11), (7, 12), (6, 13), (5, 13), (4, 14), (3, 15), (2, 16), (1, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
248,248.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (27, 5), (26, 6), (25, 7), (24, 8), (24, 9), (23, 10), (22, 11), (21, 11), (20, 10), (19, 9), (19, 8), (18, 7), (18, 6), (17, 5), (16, 5), (15, 5), (14, 6), (13, 7), (12, 8), (11, 9), (10, 10), (9, 11), (8, 12), (7, 13), (6, 14), (5, 15), (4, 16), (3, 17), (2, 18), (1, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
249,249.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 3), (26, 3), (25, 2), (24, 1), (23, 1), (22, 1), (21, 1), (20, 2), (19, 3), (18, 4), (17, 5), (16, 6), (15, 7), (14, 8), (13, 9), (12, 9), (11, 9), (10, 10), (9, 11), (8, 12), (7, 13), (6, 14), (6, 15), (6, 16), (6, 17), (6, 18), (5, 19), (4, 20), (3, 21), (2, 22), (1, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
250,250.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 10), (20, 11), (19, 12), (18, 13), (18, 14), (18, 15), (18, 16), (18, 17), (18, 18), (18, 19), (18, 20), (18, 21), (17, 22), (16, 23), (15, 24), (14, 25), (13, 26), (12, 27), (11, 28), (10, 29), (9, 30), (8, 31), (7, 31), (6, 31), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
251,251.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (24, 8), (24, 9), (24, 10), (23, 11), (22, 12), (21, 13), (20, 14), (20, 15), (20, 16), (20, 17), (20, 18), (20, 19), (20, 20), (20, 21), (21, 22), (21, 23), (21, 24), (21, 25), (20, 26), (19, 27), (18, 28), (17, 29), (16, 30), (15, 31), (14, 31), (13, 31), (12, 31), (11, 31), (10, 31), (9, 31), (8, 31), (7, 31), (6, 31), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
252,252.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 10), (21, 11), (21, 12), (21, 13), (21, 14), (21, 15), (21, 16), (21, 17), (21, 18), (21, 19), (21, 20), (21, 21), (20, 22), (19, 23), (18, 24), (17, 25), (16, 26), (15, 27), (14, 28), (13, 29), (12, 30), (11, 31), (10, 31), (9, 31), (8, 31), (7, 31), (6, 31), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
253,253.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 9), (20, 10), (19, 11), (18, 11), (17, 11), (16, 12), (15, 13), (14, 14), (13, 13), (12, 12), (11, 11), (10, 10), (9, 9), (8, 8), (7, 8), (6, 8), (5, 8), (4, 9), (3, 9), (2, 10), (1, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
254,254.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (27, 5), (27, 6), (26, 7), (25, 8), (24, 9), (23, 10), (22, 10), (21, 9), (20, 9), (19, 10), (18, 11), (17, 12), (16, 13), (15, 12), (14, 11), (13, 10), (12, 9), (11, 8), (10, 7), (9, 7), (8, 7), (7, 7), (6, 8), (5, 9), (4, 9), (3, 9), (2, 10), (1, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
255,255.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 10), (20, 11), (19, 12), (18, 13), (17, 14), (16, 15), (16, 16), (16, 17), (16, 18), (16, 19), (16, 20), (16, 21), (15, 22), (14, 23), (13, 24), (12, 25), (11, 26), (10, 27), (9, 28), (8, 29), (7, 30), (6, 31), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
256,256.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 8), (21, 8), (20, 8), (19, 9), (18, 8), (17, 7), (16, 7), (15, 7), (14, 7), (13, 8), (12, 9), (11, 10), (10, 11), (9, 12), (8, 13), (7, 14), (6, 15), (5, 16), (4, 17), (3, 17), (2, 18), (1, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
257,257.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 10), (20, 11), (19, 12), (18, 12), (17, 11), (16, 10), (15, 9), (14, 8), (13, 8), (12, 8), (11, 8), (10, 9), (9, 10), (8, 11), (7, 12), (6, 13), (5, 14), (4, 15), (3, 16), (2, 17), (1, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
258,258.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 10), (20, 11), (19, 12), (18, 13), (18, 14), (18, 15), (17, 16), (16, 17), (15, 16), (14, 15), (14, 14), (13, 13), (14, 12), (13, 11), (12, 10), (12, 9), (11, 8)]"
259,259.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 10), (20, 11), (19, 12), (18, 13), (17, 14), (16, 15), (15, 15), (14, 15), (13, 15), (12, 14), (11, 13), (10, 12), (9, 11), (8, 10), (7, 9), (6, 8), (5, 7), (4, 7), (3, 7), (2, 8), (1, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
260,260.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 3), (26, 3), (25, 3), (24, 4), (23, 5), (22, 6), (21, 7), (22, 8), (23, 9), (24, 10), (24, 11), (25, 12), (26, 13), (26, 14), (26, 15), (26, 16), (26, 17), (26, 18), (25, 19), (24, 20), (24, 21), (23, 22), (22, 23), (21, 24), (20, 25), (19, 26), (18, 27), (17, 28), (16, 29), (15, 30), (14, 31), (13, 31), (12, 31), (11, 31), (10, 31), (9, 31), (8, 31), (7, 31), (6, 31), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
261,261.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 8), (20, 7), (19, 6), (18, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 3), (11, 3), (10, 3), (9, 3), (8, 4), (7, 5), (6, 6), (5, 7), (4, 8), (3, 9), (2, 10), (1, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
262,262.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (23, 9), (23, 10), (23, 11), (23, 12), (22, 13), (21, 14), (20, 15), (19, 15), (18, 15), (17, 15), (16, 14), (15, 13), (14, 12), (13, 11), (12, 10), (11, 9), (10, 9), (9, 10), (8, 11), (7, 12), (6, 13), (7, 14), (7, 15), (7, 16), (6, 17), (5, 18), (4, 19), (3, 20), (2, 21), (1, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
263,263.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (27, 5), (27, 6), (27, 7), (27, 8), (27, 9), (26, 10), (25, 11), (24, 12), (23, 13), (22, 14), (23, 15), (24, 16), (25, 17), (25, 18), (25, 19), (24, 20), (23, 21), (23, 22), (22, 23), (21, 24), (20, 25), (19, 26), (18, 27), (18, 28), (18, 29), (17, 30), (16, 31), (15, 31), (14, 31), (13, 31), (12, 31), (11, 31), (10, 31), (9, 31), (8, 31), (7, 31), (6, 31), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
264,264.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (27, 5), (27, 6), (26, 7), (25, 8), (24, 8), (23, 8), (22, 8), (21, 9), (20, 10), (19, 11), (18, 12), (18, 13), (18, 14), (18, 15), (18, 16), (18, 17), (18, 18), (18, 19), (18, 20), (18, 21), (18, 22), (18, 23), (17, 24), (16, 25), (15, 26), (14, 27), (13, 28), (12, 29), (11, 30), (10, 31), (9, 31), (8, 31), (7, 31), (6, 31), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
265,265.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 10), (21, 11), (21, 12), (21, 13), (21, 14), (21, 15), (21, 16), (21, 17), (21, 18), (21, 19), (21, 20), (21, 21), (20, 22), (19, 23), (18, 24), (17, 25), (16, 26), (15, 27), (14, 28), (14, 29), (13, 30), (12, 31), (11, 31), (10, 31), (9, 31), (8, 31), (7, 31), (6, 31), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
266,266.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 7), (21, 7), (20, 7), (19, 8), (18, 9), (17, 10), (16, 11), (15, 11), (14, 10), (13, 9), (12, 9), (11, 10), (10, 9), (9, 9), (8, 9), (7, 9), (6, 10), (5, 11), (4, 12), (3, 13), (2, 14), (1, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
267,267.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (28, 4), (29, 5), (29, 6), (29, 7), (28, 8), (27, 9), (26, 10), (25, 11), (24, 12), (25, 13), (26, 14), (26, 15), (26, 16), (25, 17), (24, 18), (23, 19), (23, 20), (23, 21), (22, 22), (21, 23), (20, 24), (20, 25), (19, 26), (18, 27), (17, 28), (17, 29), (16, 30), (15, 31), (14, 31), (13, 31), (12, 31), (11, 31), (10, 31), (9, 31), (8, 31), (7, 31), (6, 31), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
268,268.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 10), (20, 11), (19, 12), (18, 13), (17, 14), (16, 15), (15, 14), (14, 13), (13, 12), (12, 11), (11, 10), (10, 9), (9, 9), (8, 10), (7, 11), (6, 12), (5, 13), (4, 14), (3, 15), (2, 16), (1, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
269,269.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (27, 5), (27, 6), (26, 7), (25, 8), (24, 9), (23, 10), (22, 11), (21, 12), (20, 13), (19, 12), (18, 11), (17, 10), (16, 9), (15, 9), (14, 10), (13, 11), (12, 12), (11, 13), (10, 14), (9, 15), (8, 16), (7, 17), (6, 18), (5, 19), (4, 20), (3, 21), (2, 22), (1, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
270,270.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 10), (20, 11), (19, 12), (18, 13), (17, 13), (16, 14), (15, 15), (14, 15), (13, 14), (12, 13), (11, 12), (10, 11), (9, 11), (8, 10), (7, 9), (6, 9), (5, 9), (4, 9), (3, 9), (2, 10), (1, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
271,271.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 8), (21, 9), (21, 10), (21, 11), (21, 12), (21, 13), (22, 14), (23, 15), (23, 16), (23, 17), (23, 18), (22, 19), (21, 20), (21, 21), (20, 22), (19, 23), (18, 24), (17, 25), (16, 26), (15, 27), (14, 28), (13, 29), (12, 30), (11, 31), (10, 31), (9, 31), (8, 31), (7, 31), (6, 31), (5, 31), (4, 31), (3, 31), (2, 31), (1, 31), (0, 31)]"
272,272.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 10), (20, 11), (19, 12), (18, 13), (17, 14), (16, 15), (15, 16), (14, 17), (13, 16), (12, 15), (11, 14), (10, 13), (9, 12), (8, 11), (7, 10), (6, 9), (5, 9), (4, 10), (3, 11), (2, 12), (1, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
273,273.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 3), (26, 4), (25, 5), (24, 6), (23, 7), (23, 8), (23, 9), (22, 10), (21, 11), (20, 12), (19, 13), (18, 14), (18, 15), (18, 16), (17, 17), (16, 18), (15, 18), (14, 17), (13, 16), (13, 15), (13, 14), (12, 13), (11, 12), (12, 11), (11, 10), (10, 9), (9, 9), (8, 10), (7, 11), (6, 12), (5, 13), (4, 14), (3, 15), (2, 16), (1, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
274,274.png,"(31, 0)","(0, 31)","[(31, 0), (30, 1), (29, 2), (28, 3), (27, 4), (26, 5), (25, 6), (24, 7), (23, 8), (22, 9), (21, 10), (20, 11), (19, 12), (18, 13), (17, 14), (16, 14), (15, 13), (14, 12), (13, 11), (12, 10), (11, 9), (10, 9), (9, 10), (8, 11), (7, 12), (6, 13), (5, 14), (4, 15), (3, 16), (2, 17), (1, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (0, 27), (0, 28), (0, 29), (0, 30), (0, 31)]"
